evento_id,videos,c_w,v_w,b_w,d_w,c_s,v_s,b_s,d_s,rd_b
GOOG_2022-07-18,5,1.0,0.0,0.6931471805599453,0.0,1.0,0.0,0.6931471805599453,0.0,1.0266387890430204
GOOGL_2022-07-18,5,1.0,0.0,0.6931471805599453,0.0,1.0,0.0,0.6931471805599453,0.0,0.8261976883471172
NFLX_2022-07-18,2,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.14008879317068168
TSLA_2022-07-20,3,1.0,0.0,0.6931471805599453,0.0,1.0,0.0,0.6931471805599453,0.0,0.08122543992258578
META_2022-07-27,1,0.0,0.0,0.0,,1.0,0.0,0.6931471805599453,0.0,0.2696635669491026
HOOD_2022-08-02,1,0.0,0.0,0.0,,0.0,0.0,0.0,,0.4082161414800543
AMC_2022-08-04,4,0.0,1.0,-0.6931471805599453,0.0,0.0,1.0,-0.6931471805599453,0.0,0.5315971198562494
BBBY_2022-08-05,1,0.0,0.0,0.0,,0.0,0.0,0.0,,1.2862483690772153
TWTR_2022-08-18,2,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.2113090936672069
NVDA_2022-08-24,3,0.0,2.0,-1.0986122886681098,0.0,0.0,2.0,-1.0986122886681098,0.0,0.23495976894078324
META_2022-08-31,7,1.0,0.0,0.6931471805599453,0.0,2.0,0.0,1.0986122886681098,0.0,0.5583061619989852
AAPL_2022-09-07,1,0.0,0.0,0.0,,0.0,0.0,0.0,,0.3841877096608794
NFLX_2022-09-13,1,0.0,0.0,0.0,,0.0,0.0,0.0,,0.22825865198098017
MSFT_2022-09-20,2,0.0,0.0,0.0,,0.0,0.0,0.0,,1.1936100172903894
TWTR_2022-10-04,1,0.0,0.0,0.0,,0.0,1.0,-0.6931471805599453,0.0,0.13431233760759406
AMZN_2022-10-25,3,0.0,1.0,-0.6931471805599453,0.0,0.0,1.0,-0.6931471805599453,0.0,0.12044615307586706
GOOG_2022-10-25,4,1.0,2.0,-0.40546510810816444,0.6666666666666667,1.0,2.0,-0.40546510810816444,0.6666666666666667,1.1186129553747792
GOOGL_2022-10-25,3,0.0,2.0,-1.0986122886681098,0.0,0.0,2.0,-1.0986122886681098,0.0,0.36842383642781534
MSFT_2022-10-25,1,0.0,1.0,-0.6931471805599453,0.0,0.0,0.0,0.0,,0.4329623575653864
COIN_2022-11-03,1,0.0,0.0,0.0,,0.0,0.0,0.0,,0.1964334009866359
