ticker,date,close_prev,close,ret,s,fuente,factor_implicito
RAPT,2025-06-17,1.03,7.84,-0.048544,8.000002612245751,crsp_v2,0.125
RAYA,2025-09-30,0.0391,4.09,-0.524524,219.9976035860061,crsp_v2,0.005
RAYA,2026-01-02,3.8,40.29999923706055,0.0605262957121197,10.0,yahoo,0.1
RBC,2022-09-26,151.0,208.32001,-0.019117,1.4064905959546534,crsp,0.711
REE,2023-10-18,0.1325,3.41,-0.142139,30.000022214092695,crsp,0.033
RELI,2023-02-23,0.4224,5.145,-0.187973,14.999991043737124,crsp,0.067
RELI,2024-07-01,0.2262,4.66,0.211837,17.000007296870084,crsp,0.059
RIDE,2023-05-24,0.2841,3.73,-0.124721,14.99999413472079,crsp,0.067
RIME,2025-02-10,0.017,2.98,-0.123529,199.99990604031257,crsp_v2,0.005
RMED,2020-11-17,0.2087,4.62,-0.114518,24.999987364725,crsp,0.04
