modelo,n_tren,n_prueba,muertes_prueba,mejora_verosimilitud_por_muerte,C_dentro,C_fuera,HR_congelado_log_z_inicio,HR_congelado_log_base_previa,HR_congelado_log1p_n_lag,HR_congelado_log_ratio_umbral,HR_congelado_log_ratio_pico,HR_congelado_delta_log_menciones,HR_congelado_dias_bajo_umbral_lag,HR_congelado_b_duro_lag,HR_congelado_d_duro_lag,HR_congelado_sin_direccion_lag
M2 + estado del detector,1895,736,730,0.22288586674939548,0.7088184894654858,0.7336432870750855,1.1153093332185737,1.0303350880738702,1.1941692839823528,3.433525485478934,0.28235107263252707,1.4747451281663224,1.2978063665210864,,,
M3 + sentimiento,1895,736,730,0.2539722800515828,0.721748295434055,0.7418891524017501,1.0627226828570682,0.9315804384336891,1.2999622396263346,3.246258285789993,0.2830383678701053,1.44948549283214,1.3020109828658901,0.934337278727705,2.1631597402128726,1.417312956352637
