covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
log_z_inicio,0.4423412718177234,1.5563467871103664,0.030554188668691647,0.382456162450246,0.5022263811852009,1.465880612334755,1.65239604191969,0.0,14.477271074488813,1.6866151567658336e-47,155.37648963531782
log_base_previa,0.11854656113185644,1.1258592941646546,0.016010466241061387,0.08716662392368174,0.14992649834003113,1.0910784643477973,1.1617488491211583,0.0,7.404316610582203,1.3182756535702593e-13,42.78641316178024
