covariable,exp_coef,lo,hi,p,rho
b_temprano,0.8185477713010968,0.7435290235454035,0.9011355746506079,4.454418040790723e-05,0.7318890206532285
d_temprano,0.33857577689675045,0.24038522397062165,0.4768743885657794,5.738887537300648e-10,0.7318890206532285
log_base_previa,1.1992439064912583,1.131297001096144,1.2712717755486993,1.0252540604246878e-09,0.7318890206532285
log_z_inicio,0.9577312519812429,0.8670432097619901,1.057904774173078,0.39481989473040224,0.7318890206532285
sin_dir_temprano,1.3189319365615044,1.0665526458814838,1.6310319607750374,0.010632638483442643,0.7318890206532285
concordancia,0.652679759212804,0.6545522826673585,0.660523237568115,,0.7318890206532285
