escenario,replica,HR_D,lo_D,hi_D,HR_B,HR_silencio
postura: venta degradada en bajista,11,1.1590361722984643,0.8542012096566901,1.5726562237440331,0.7486756482318967,2.1242741048240292
postura: venta degradada en bajista,12,1.2748616016545478,0.9239388100117434,1.7590689835320819,0.797051078428372,2.1848502833105443
postura: venta degradada en bajista,13,1.0101942035578362,0.7491341704372099,1.3622290494455367,0.7175678286567296,2.138120783959492
postura: venta degradada en bajista,14,1.0136206916243202,0.7485792684567902,1.3725024854175087,0.7344549200942074,2.167844589187074
postura: venta degradada en bajista,15,0.8025828004999299,0.6018944120831421,1.0701862963455004,0.6734419776714575,2.0595688391495672
postura: venta degradada en bajista,16,0.9788053287111446,0.7353104711365722,1.3029324470688617,0.6946120995471354,1.9367253050012125
postura: venta degradada en bajista,17,1.029516424347282,0.7636309862561704,1.3879793867417183,0.73008692655555,1.9721280679659225
postura: venta degradada en bajista,18,1.1797921299328138,0.8621819829737507,1.6144033363473596,0.7618115212985241,2.0733622040039603
postura: venta degradada en bajista,19,0.9833773217059645,0.7275946728225199,1.329079215346978,0.7222632331764495,2.1188280364052994
postura: venta degradada en bajista,20,1.0025624958690604,0.7455535374235708,1.348168183329476,0.7241260438908637,2.040132960014286
postura: compra degradada en bajista,1,1.1936670601635728,0.8927312572965402,1.596047006166666,0.7946153957691495,2.1816949124759493
postura: compra degradada en bajista,2,1.1111098613290469,0.8345190465643458,1.4793732138592506,0.7578663847952356,2.1211667522620075
postura: compra degradada en bajista,3,1.087315383198,0.8202606634769789,1.441315907467254,0.7376355357943843,2.0920429207474793
postura: compra degradada en bajista,4,1.0905616426331235,0.8191542573268646,1.4518934446654337,0.7639330453833535,2.159091701499138
postura: compra degradada en bajista,5,0.8335712393412782,0.6354154589928224,1.0935223580463806,0.7403428306056763,2.0932213487444455
postura: compra degradada en bajista,6,1.139905510015603,0.8514749447287265,1.5260397029978445,0.7747290219349926,2.190238819878859
postura: compra degradada en bajista,7,0.9587952531723457,0.7226078651774376,1.2721814718693794,0.7551531067330213,2.255800466931913
postura: compra degradada en bajista,8,0.9777678374776516,0.7415742360886504,1.2891898039071523,0.7455453484195391,2.1164058941134622
postura: compra degradada en bajista,9,1.0422708032956343,0.7875786048132989,1.3793269913166937,0.7504072353994065,2.163636418932521
postura: compra degradada en bajista,10,1.0798507086496256,0.8163444195722178,1.4284137001660997,0.7276110366712042,2.0584011662375516
postura: compra degradada en bajista,11,1.0354350520164388,0.7838036719520574,1.367849865099718,0.7319661527026065,2.05575926033796
postura: compra degradada en bajista,12,0.8131890605381041,0.6180053642985229,1.0700173273243947,0.7171593817675109,2.0610442857820614
postura: compra degradada en bajista,13,1.0626598954639583,0.8020533286919632,1.4079438523983352,0.7199348835096606,2.0690513949823104
postura: compra degradada en bajista,14,0.9936751429817389,0.7516730877522169,1.313590051138381,0.7314668129873265,2.09243268647574
postura: compra degradada en bajista,15,0.9139560480503384,0.690590514698247,1.209567232664328,0.7260322688739612,2.09795753765599
postura: compra degradada en bajista,16,1.274566760469975,0.9429515295274455,1.7228037455000949,0.822788405349363,2.1859200831126016
postura: compra degradada en bajista,17,0.9526367791703434,0.7247702272320627,1.2521441954009371,0.6996245938228721,1.986517539568494
postura: compra degradada en bajista,18,0.9429937538706096,0.710388274319974,1.251762243246786,0.7402753621280561,2.0620934472184445
postura: compra degradada en bajista,19,0.9320599297515553,0.7067634178213362,1.229174700816339,0.7266810744809954,2.1415118278852794
postura: compra degradada en bajista,20,0.9610584360162219,0.7303284392159098,1.264682118129716,0.7120441971638573,2.0118831771520704
