covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p),modelo
d_duro_lag,0.4752964299093246,1.608490931644177,0.13504488613328688,0.2106133167917697,0.7399795430268794,1.234434927502615,2.0958926384364407,0.0,3.5195440828482427,0.0004322891906754719,11.175715617231571,I2 + tasa global + D x tasa
sin_direccion_lag,0.6322815074832809,1.8818992523111364,0.08681574954434321,0.4621257650855186,0.8024372498810433,1.587444935820037,2.230971743293719,0.0,7.283027685665815,3.2641020753264193e-13,41.4783790594173,I2 + tasa global + D x tasa
log1p_n_lag,0.4444604025156872,1.5596483863882553,0.020523350569240085,0.404235374557887,0.4846854304734874,1.4981565333932658,1.6236641732315946,0.0,21.656327558027197,5.298257679686134e-104,343.07500385769157,I2 + tasa global + D x tasa
log_z_inicio,0.31144949580946163,1.3654028261179743,0.03777262800255357,0.2374165053230275,0.38548248629589577,1.2679691236984667,1.4703235612969883,0.0,8.245375349271606,1.6464257763841004e-16,52.431512043893605,I2 + tasa global + D x tasa
log_base_previa,-0.3165802572696927,0.728636530834501,0.024703112563996647,-0.364997468201165,-0.26816304633822036,0.6941984084464756,0.7647830758567221,0.0,-12.815399535161818,1.3444406984697649e-37,122.48433338961969,I2 + tasa global + D x tasa
log_amplitud,-0.30263127214140584,0.7388714886498715,0.027917369639269045,-0.3573483111774651,-0.24791423310534655,0.6995288015954757,0.7804268751973115,0.0,-10.840250211671789,2.2186342124438712e-27,88.54238673281665,I2 + tasa global + D x tasa
log_vol_ratio,-0.02538613277412808,0.9749333856056409,0.02336039755758356,-0.0711716706515293,0.020399405103273142,0.9313020011823799,1.0206088950326853,0.0,-1.0867166413393037,0.2771620571704626,1.8511983254307187,I2 + tasa global + D x tasa
ret_encendido_pico,-0.0012281696483523456,0.998772584243323,0.002148315830670697,-0.005438791303884161,0.00298245200717947,0.9945759721443085,1.0029869039419608,0.0,-0.5716895210742431,0.567532334886162,0.817225503275043,I2 + tasa global + D x tasa
desacoplado,-0.3624749029977421,0.695951779762856,0.04421629125235116,-0.44913724138228384,-0.27581256461320036,0.6381785081827781,0.7589551724865773,0.0,-8.197768124174544,2.4489114513766314e-16,51.85870890884036,I2 + tasa global + D x tasa
tasa_glob_z,0.11794095787893062,1.1251776765295325,0.035556134995179456,0.048252213858934634,0.1876297018989266,1.0494353040767694,1.206386709921266,0.0,3.317035383483625,0.0009097809378819257,10.102193172564768,I2 + tasa global + D x tasa
