fecha,A,AA,AAC,AACG,AACI,AACQ,AACT,AADI,AAGR,AAIC,AAL,AAM,AAMC,AAME,AAN,AAOI,AAON,AAP,AAPL,AAQC,GME,AMC,TSLA,RDDT,NVDA,TWTR,NOK,PLTR,MSFT,AMD,BBBY,INTC,NFLX,HOOD,SPCE,SNDL,NIO,RKT,BABA
2023-01-31,2,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,273,0,927,39,664,0,117,0,10,16,91,496,94,154,69,116,3,0,3,0,20
2023-02-01,2,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,322,0,1057,28,608,0,153,0,3,18,86,349,70,146,114,107,4,0,9,1,27
2023-02-02,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1738,0,1177,53,664,0,137,0,5,40,144,147,137,95,385,162,21,0,13,1,21
2023-02-03,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1171,0,1134,59,812,0,66,0,2,14,149,60,101,62,200,120,5,1,11,0,61
2023-02-04,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,1201,18,290,0,29,0,3,7,74,11,50,21,108,71,1,1,3,0,29
2023-02-05,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,925,36,474,0,20,0,2,8,60,10,63,22,35,75,7,0,4,0,13
2023-02-06,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,937,67,926,0,104,0,3,31,89,34,333,24,182,105,6,1,20,0,38
2023-02-07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,1039,51,518,0,224,0,5,21,287,36,455,30,36,121,9,0,11,1,11
2023-02-08,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,149,0,803,44,776,0,345,0,1,17,346,32,197,54,77,204,8,1,1,1,16
2023-02-09,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,192,0,1036,34,1124,0,340,0,2,34,231,33,173,21,276,187,4,1,4,2,10
2023-02-10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,271,0,916,37,824,0,177,0,7,34,339,31,129,43,983,104,10,0,4,0,9
2023-02-11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1551,34,220,0,30,0,4,44,105,22,118,49,466,45,3,0,1,0,6
2023-02-12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,92,0,1097,16,406,0,50,0,7,26,81,13,64,18,265,25,3,0,3,0,7
2023-02-13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,171,0,1002,24,862,0,82,0,3,363,107,17,97,29,60,65,2,2,4,0,7
2023-02-14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,778,27,1013,0,236,0,3,223,95,31,55,15,50,70,2,2,3,0,9
2023-02-15,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,166,0,723,49,870,0,129,0,1,107,89,21,66,16,37,60,7,1,9,0,16
2023-02-16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,810,46,1619,0,130,0,2,68,89,38,65,19,55,87,24,9,9,2,38
2023-02-17,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,104,0,736,44,1038,0,125,0,1,38,68,28,60,19,23,122,12,4,6,1,12
2023-02-18,1,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,99,0,726,25,226,0,48,0,1,34,115,29,42,41,22,73,4,1,1,2,5
2023-02-19,1,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,89,0,353,15,255,0,36,0,1,32,46,24,31,23,34,52,6,0,2,3,11
2023-02-20,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,115,0,888,13,318,0,62,0,7,21,103,18,59,18,31,58,5,0,3,1,15
2023-02-21,0,0,0,2,1,0,0,0,0,0,2,0,0,0,1,0,0,0,111,0,769,59,520,0,132,0,2,33,107,15,48,33,20,57,7,2,4,0,29
2023-02-22,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,682,63,548,0,973,0,8,25,106,91,61,307,27,67,2,2,4,2,36
2023-02-23,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,0,1,160,0,836,29,685,0,1252,0,7,27,73,139,66,174,67,84,7,3,20,0,79
2023-02-24,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,664,26,417,0,404,0,5,19,80,36,41,40,53,84,3,2,23,3,33
2023-02-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,674,22,119,0,62,0,0,4,28,5,21,17,12,30,1,0,5,0,5
2023-02-26,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,574,18,126,0,89,0,3,6,30,4,47,13,18,29,1,0,5,1,5
2023-02-27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,645,139,571,0,184,0,7,13,96,16,89,30,49,54,2,0,25,0,21
2023-02-28,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,142,0,743,306,988,0,436,0,2,13,87,22,98,30,29,64,10,0,33,4,28
2023-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,657,108,1129,0,384,0,7,25,67,30,108,35,52,99,9,0,64,1,25
2023-03-02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,156,0,702,38,1546,0,262,0,5,22,98,44,88,23,28,56,11,3,13,0,13
2023-03-03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,588,41,649,0,208,0,6,16,36,20,101,18,28,66,6,1,3,3,9
2023-03-04,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,98,0,419,18,214,0,35,0,3,14,33,4,41,20,16,53,1,0,7,1,18
2023-03-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60,0,459,23,288,0,65,0,2,6,47,18,52,21,25,45,2,0,5,0,10
2023-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,624,26,335,0,165,0,5,5,59,14,74,11,34,79,2,0,5,0,7
2023-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,684,41,330,0,336,0,3,5,51,75,67,21,30,79,4,0,1,0,9
2023-03-08,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,161,0,900,59,532,0,472,0,11,20,47,78,112,24,21,66,1,3,2,0,22
2023-03-09,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,165,0,853,51,610,0,503,0,2,18,56,85,105,45,58,55,0,0,7,1,32
2023-03-10,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,155,0,1213,35,618,0,251,0,2,8,51,39,127,60,35,110,2,0,22,0,12
2023-03-11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1059,20,181,0,56,0,2,7,34,22,86,53,34,55,1,0,0,0,5
2023-03-12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,813,12,102,0,89,0,1,5,28,11,83,5,20,54,0,0,2,0,1
2023-03-13,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,1306,23,297,0,139,0,2,29,28,36,142,22,28,110,1,0,10,1,4
2023-03-14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,804,72,202,0,165,0,1,8,41,57,82,8,24,66,2,0,21,0,1
2023-03-15,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,188,0,1647,65,268,0,266,0,6,18,110,75,86,41,86,148,10,0,2,3,5
2023-03-16,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,133,0,1214,36,254,0,559,0,2,16,117,216,111,48,33,204,6,0,3,0,7
2023-03-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,1084,33,172,0,597,0,0,14,125,136,99,29,33,69,4,1,5,1,7
2023-03-18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,783,19,63,0,71,0,1,7,30,25,87,18,13,50,0,1,4,0,16
2023-03-19,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,932,17,80,0,65,0,4,10,21,25,67,24,18,42,1,2,2,0,3
2023-03-20,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,203,0,2177,25,199,0,312,0,2,16,138,94,123,15,23,63,1,0,3,4,9
2023-03-21,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,3526,23,395,0,481,0,1,3,100,62,92,29,20,81,0,0,5,2,6
2023-03-22,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,169,0,4078,64,333,0,927,0,5,12,88,119,65,23,21,89,1,0,5,0,15
2023-03-23,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,1920,26,352,0,786,0,2,9,76,81,104,37,144,83,8,0,5,2,16
2023-03-24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,169,0,1679,32,245,0,481,0,1,14,105,57,63,25,64,93,2,1,4,2,5
2023-03-25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,1213,10,180,0,111,0,0,10,79,17,31,12,37,57,0,1,0,0,1
2023-03-26,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,69,0,1075,12,149,0,75,0,3,25,58,12,41,12,24,65,2,1,16,1,26
2023-03-27,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,1534,9,229,0,226,0,0,11,74,35,49,9,41,50,2,0,1,0,19
2023-03-28,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,2003,175,179,0,222,0,3,9,75,40,40,14,44,73,1,0,7,1,171
2023-03-29,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,2686,83,169,0,158,0,2,4,94,30,44,60,38,85,3,3,4,1,77
2023-03-30,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,187,0,1453,29,247,0,238,0,6,13,97,24,58,34,45,72,8,2,16,1,87
2023-03-31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,1159,29,405,0,335,0,1,15,103,57,60,71,40,52,10,0,3,2,23
2023-04-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,774,23,196,0,254,0,5,6,77,18,31,14,28,65,5,0,2,0,14
2023-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,570,7,508,0,104,0,2,7,31,21,24,11,12,57,6,0,2,0,3
2023-04-03,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,215,0,841,75,676,0,312,0,1,7,54,30,42,21,25,48,8,0,6,0,9
2023-04-04,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,944,134,402,0,368,0,0,16,71,26,53,42,29,57,15,0,1,0,27
2023-04-05,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,1242,108,346,0,459,0,1,26,47,40,44,24,36,53,17,1,2,0,9
2023-04-06,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,210,0,889,95,333,0,170,0,2,17,134,36,37,12,16,138,7,1,6,1,20
2023-04-07,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,106,0,651,33,356,0,105,0,1,10,57,22,29,26,17,49,3,0,3,4,3
2023-04-08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,442,18,241,0,121,0,2,20,29,15,19,28,12,57,4,0,4,4,13
2023-04-09,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,75,0,449,9,256,0,91,0,2,9,21,12,27,11,9,41,8,0,1,1,2
2023-04-10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,577,28,376,0,326,0,0,6,70,52,19,24,12,41,14,1,11,0,8
2023-04-11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,240,0,833,56,227,0,176,0,2,19,106,23,28,22,17,58,4,0,4,10,22
2023-04-12,0,2,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,302,0,809,117,206,0,176,0,4,26,53,19,36,16,13,35,8,0,2,0,32
2023-04-13,0,0,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,0,334,0,831,57,341,0,236,0,3,33,43,51,56,64,53,58,3,0,1,0,43
2023-04-14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,183,0,920,35,275,0,224,0,2,34,60,32,27,21,66,89,6,1,2,0,13
2023-04-15,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,478,15,184,0,82,0,8,4,28,17,25,1,60,39,5,0,0,1,2
2023-04-16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,141,0,473,19,129,0,74,0,4,10,76,31,23,17,31,59,1,1,3,0,9
2023-04-17,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,302,0,868,30,240,0,162,0,4,10,128,58,52,22,162,51,3,1,3,0,9
2023-04-18,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,371,0,1335,22,302,0,434,0,10,7,107,24,77,16,940,69,3,0,4,0,14
2023-04-19,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,317,0,1049,20,1857,0,337,0,7,6,90,34,100,36,531,43,2,0,3,2,6
2023-04-20,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,226,0,708,10,1734,0,274,0,12,5,215,40,49,10,125,48,5,1,4,0,17
2023-04-21,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,192,0,836,7,723,0,135,0,4,4,57,20,36,9,37,34,1,1,5,0,18
2023-04-22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,525,12,278,0,25,0,1,0,37,3,15,11,17,24,2,0,2,0,0
2023-04-23,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,658,36,205,0,10,0,3,4,28,9,368,7,17,42,0,0,0,0,5
2023-04-24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,129,0,733,39,405,0,79,0,9,2,73,41,401,8,29,58,1,2,0,0,11
2023-04-25,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,228,0,789,46,298,0,194,0,4,7,705,48,222,69,45,59,4,1,19,1,53
2023-04-26,0,0,0,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,200,0,891,40,353,0,190,0,4,17,816,83,348,123,46,61,18,1,22,0,19
2023-04-27,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,237,0,850,27,204,0,157,0,9,12,324,60,160,272,145,64,14,2,1,2,14
2023-04-28,0,0,0,2,1,0,0,0,0,0,2,0,0,0,1,0,0,0,289,0,1068,21,196,0,125,0,7,24,183,105,114,247,69,92,4,0,10,9,9
2023-04-29,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,203,0,638,11,68,0,44,0,0,3,51,29,64,45,28,49,0,0,2,0,4
2023-04-30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,801,15,107,0,65,0,1,2,49,21,65,32,31,45,0,0,2,1,3
2023-05-01,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,244,0,919,25,148,0,523,0,2,13,97,109,47,46,28,412,4,0,4,1,4
2023-05-02,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,914,39,134,0,264,0,1,11,65,567,46,35,26,792,4,0,4,2,6
2023-05-03,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0,808,34,199,0,201,0,0,1,46,256,0,38,17,401,0,1,4,3,6
2023-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835,0,961,46,134,0,197,0,1,5,177,386,0,26,24,147,1,2,3,4,7
2023-05-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,812,44,154,0,160,0,2,17,90,153,0,16,19,100,1,0,1,3,11
2023-05-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,622,14,73,0,34,0,3,9,57,13,0,15,22,56,4,1,1,0,9
2023-05-07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,616,7,111,0,47,0,2,15,62,30,0,11,18,40,0,0,1,1,6
2023-05-08,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,300,0,849,6,218,0,194,0,4,218,75,200,0,10,34,37,18,1,5,6,7
2023-05-09,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,192,0,696,10,168,0,125,0,0,159,62,96,0,24,41,65,11,0,3,0,11
2023-05-10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,627,16,141,0,119,0,1,44,160,144,0,19,56,174,6,1,7,0,5
2023-05-11,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,214,0,751,4,319,0,112,0,2,54,148,55,0,30,79,173,6,1,4,1,24
2023-05-12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,831,12,602,0,117,0,1,19,94,63,0,60,52,58,2,1,2,0,9
2023-05-13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,593,7,109,0,51,0,2,42,63,30,0,40,20,33,5,0,9,0,24
2023-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,641,4,92,0,35,0,3,33,30,17,0,18,6,38,8,0,7,1,8
2023-05-15,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,149,0,743,5,209,0,133,0,1,25,133,43,0,10,10,77,8,1,4,0,16
2023-05-16,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,874,12,341,0,410,0,2,22,115,285,0,27,13,169,11,0,3,0,36
2023-05-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,824,10,299,0,489,0,0,25,76,99,0,19,19,68,11,0,0,2,63
2023-05-18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,736,11,302,0,1145,0,1,89,113,167,0,45,175,80,8,0,3,0,93
2023-05-19,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,192,0,585,8,236,0,701,0,2,71,126,111,0,35,42,72,22,1,1,0,34
2023-05-20,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,366,6,87,0,138,0,2,18,54,22,0,27,19,23,6,0,0,0,6
2023-05-21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,658,7,63,0,119,0,3,10,61,27,0,37,10,34,7,1,5,1,19
2023-05-22,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,806,6,245,0,344,0,0,62,64,77,0,39,22,53,46,1,7,0,25
2023-05-23,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,823,7,230,0,288,0,2,173,59,92,0,17,76,48,44,0,1,2,19
2023-05-24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,225,0,829,5,236,0,2661,0,0,117,98,248,0,49,160,36,14,0,8,0,14
2023-05-25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173,0,610,11,463,0,2910,0,1,153,185,398,0,177,76,85,17,0,7,0,20
2023-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,161,0,637,10,550,0,1081,0,1,94,113,266,0,170,78,52,22,0,4,4,12
2023-05-27,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,136,0,326,7,217,0,584,0,0,29,108,134,0,58,23,36,4,0,4,0,4
2023-05-28,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,102,0,232,11,136,0,495,0,3,37,87,122,0,87,19,40,3,0,2,1,5
2023-05-29,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,329,4,146,0,390,0,6,29,69,62,0,39,29,56,10,0,4,0,5
2023-05-30,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,249,0,649,18,297,0,1184,0,10,151,160,167,0,103,61,43,12,1,6,0,28
2023-05-31,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,81,352,0,671,5,325,0,916,0,3,133,122,135,0,184,14,55,1,0,3,2,30
2023-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,481,0,944,9,247,0,647,0,4,109,110,95,0,143,39,52,3,0,11,0,40
2023-06-02,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,427,0,898,13,403,0,401,0,4,77,111,80,0,52,22,76,1,2,29,0,23
2023-06-03,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,142,0,577,11,117,0,154,0,4,14,37,31,0,20,11,30,4,0,6,0,11
2023-06-04,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,1,156,0,503,6,136,0,143,0,6,13,45,44,0,88,16,20,2,0,5,1,4
2023-06-05,0,1,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2646,0,1068,5,291,0,258,0,16,101,125,66,0,69,67,52,5,0,11,2,7
2023-06-06,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1572,0,1095,10,361,0,232,0,4,137,125,117,0,43,32,91,8,0,27,1,14
2023-06-07,0,0,1,4,1,0,0,0,0,0,0,0,0,0,2,0,0,1,507,0,2677,17,459,0,290,0,4,251,151,89,0,32,112,87,10,0,16,1,17
2023-06-08,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,368,0,2031,16,1101,0,263,0,6,100,84,62,0,38,52,75,6,0,22,1,8
2023-06-09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,0,1192,14,1046,0,211,0,6,93,54,83,0,38,104,78,10,1,65,1,14
2023-06-10,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,530,4,228,0,109,0,1,16,33,46,0,25,47,40,3,0,13,1,0
2023-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,113,0,475,1,259,0,115,0,0,53,36,25,0,33,84,67,1,1,4,0,9
2023-06-12,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,287,0,698,15,398,0,205,0,2,90,101,129,0,85,82,90,6,0,29,1,36
2023-06-13,0,1,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,7,391,0,1258,22,667,0,390,0,2,91,127,455,0,85,46,119,7,0,28,0,45
2023-06-14,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,2,239,0,694,15,809,0,1075,0,2,86,110,209,0,115,84,83,5,0,11,0,16
2023-06-15,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,7,241,0,919,6,956,0,738,0,2,129,176,185,0,109,81,117,74,0,39,0,43
2023-06-16,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,264,0,816,12,501,0,528,0,5,204,156,149,0,134,78,131,144,0,22,0,35
2023-06-17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,113,0,491,8,206,0,156,0,1,12,40,61,0,97,20,145,9,0,1,0,10
2023-06-18,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,415,10,193,0,126,0,10,23,77,62,0,93,19,49,9,0,3,1,8
2023-06-19,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,109,0,411,6,164,0,170,0,7,30,39,79,0,100,24,51,20,0,1,0,29
2023-06-20,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,3,247,0,677,23,969,0,492,0,2,65,63,94,0,118,22,111,159,0,6,0,45
2023-06-21,0,2,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,155,0,621,15,956,0,409,0,0,44,86,150,0,93,25,62,113,0,8,1,22
2023-06-22,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,247,0,507,23,791,0,281,0,3,34,77,125,0,101,38,59,72,0,3,0,8
2023-06-23,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,276,0,530,17,537,0,204,0,6,29,75,99,0,66,48,72,62,0,5,1,12
2023-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,111,0,348,8,205,0,82,0,9,15,43,35,0,24,37,47,6,0,2,0,6
2023-06-25,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,110,0,243,3,105,0,81,0,1,12,44,23,0,8,19,42,13,2,0,0,2
2023-06-26,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,218,0,286,15,494,0,380,0,0,14,88,84,0,29,126,75,22,2,3,0,15
2023-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,319,0,377,7,365,0,428,0,0,20,109,114,0,13,37,62,51,3,7,0,5
2023-06-28,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,434,0,688,42,343,0,725,0,3,32,71,102,0,29,95,64,126,0,11,1,11
2023-06-29,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,519,0,584,27,429,0,350,0,1,24,64,55,0,23,37,91,389,2,5,0,10
2023-06-30,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,8,680,0,498,22,348,0,240,0,2,19,58,40,0,25,44,81,66,0,2,0,20
2023-07-01,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,2,452,0,288,4,193,0,90,0,11,9,67,15,0,6,22,38,24,0,1,0,5
2023-07-02,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,254,0,264,2,542,0,205,0,5,6,33,41,0,44,26,31,21,0,1,0,7
2023-07-03,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,484,0,335,3,1190,0,158,0,16,11,38,56,0,14,29,69,8,2,5,0,4
2023-07-04,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,334,8,339,0,165,0,6,9,44,48,0,41,27,44,7,0,1,0,8
2023-07-05,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,294,0,397,4,395,0,183,0,3,14,61,31,0,27,30,72,19,0,7,0,16
2023-07-06,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,290,0,614,3,521,0,167,0,0,16,117,38,0,22,26,47,3,0,5,1,6
2023-07-07,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,197,0,685,5,490,0,153,0,3,15,56,31,0,77,30,66,12,0,10,0,69
2023-07-08,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,626,2,105,0,67,0,0,7,17,31,0,56,20,45,5,0,0,0,6
2023-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,340,3,139,0,42,0,0,3,45,8,0,22,12,35,5,1,0,0,12
2023-07-10,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,220,0,479,17,534,0,138,0,6,25,62,21,0,12,29,100,9,0,21,0,29
