fecha,A,AA,AAC,AACG,AACI,AACQ,AACT,AADI,AAGR,AAIC,AAL,AAM,AAMC,AAME,AAN,AAOI,AAON,AAP,AAPL,AAQC,GME,AMC,TSLA,RDDT,NVDA,TWTR,NOK,PLTR,MSFT,AMD,BBBY,INTC,NFLX,HOOD,SPCE,SNDL,NIO,RKT,BABA
2021-05-15,0,0,0,4,0,1,0,0,0,0,5,0,0,0,0,0,0,0,194,8,3800,1452,601,0,37,372,36,161,103,79,4,58,54,0,14,20,49,42,81
2021-05-16,0,0,0,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,169,4,3604,636,708,0,28,412,21,180,85,51,5,28,108,0,19,16,54,32,93
2021-05-17,0,0,0,8,0,1,0,0,0,0,13,0,0,0,0,0,0,0,246,10,6710,2149,2251,0,44,740,50,382,138,121,4,40,89,0,26,52,67,106,79
2021-05-18,1,4,0,7,0,3,0,0,0,0,15,0,0,0,0,0,0,0,368,6,6514,2684,1901,0,51,615,46,568,98,138,6,46,121,0,24,55,48,85,77
2021-05-19,1,4,1,7,0,5,0,0,0,0,5,0,0,0,0,0,0,0,372,5,5969,1116,1279,0,60,761,57,247,79,435,4,51,72,0,30,21,70,55,66
2021-05-20,1,4,1,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,315,14,5300,1015,1274,0,55,467,100,342,80,245,4,45,41,0,234,73,62,86,83
2021-05-21,0,2,0,8,0,2,0,0,0,0,6,0,0,0,0,0,0,1,451,11,4721,795,1244,0,262,390,97,316,91,183,3,45,74,0,291,52,38,68,148
2021-05-22,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,1,153,11,2746,399,303,0,119,237,41,63,58,49,3,26,160,0,273,18,20,20,65
2021-05-23,4,4,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,204,9,3258,453,524,0,76,251,14,84,81,32,1,26,84,0,347,5,25,37,92
2021-05-24,0,2,1,13,0,0,0,0,0,0,15,0,0,0,0,0,0,2,304,8,6106,1257,993,0,212,341,35,303,65,137,5,32,67,0,1177,22,121,76,124
2021-05-25,2,1,1,6,0,3,0,0,0,0,18,0,0,0,0,0,0,0,335,8,9409,2248,762,0,173,593,73,284,103,123,4,37,61,0,705,58,137,87,93
2021-05-26,1,10,0,14,0,0,0,0,0,0,26,0,0,0,0,0,0,1,352,17,11437,4394,729,0,260,712,115,276,183,98,24,28,176,0,431,265,86,130,80
2021-05-27,0,2,0,8,0,2,0,0,0,0,12,0,0,0,0,0,0,0,359,18,15134,12926,786,0,88,778,311,317,88,87,41,21,153,0,651,429,71,402,64
2021-05-28,0,1,0,7,0,0,0,0,0,0,16,0,0,0,0,0,0,0,365,12,11609,12785,554,0,128,707,416,735,97,152,51,36,76,0,455,854,50,191,43
2021-05-29,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,474,12,4767,2697,286,0,65,475,68,129,88,108,13,90,40,0,72,111,23,71,107
2021-05-30,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,1,255,6,4465,1769,273,0,33,405,88,139,74,58,22,56,92,0,58,100,39,36,26
2021-05-31,2,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,165,5,4303,1650,585,0,36,359,66,100,63,70,13,52,86,0,65,139,30,34,25
2021-06-01,1,2,0,10,0,1,0,0,0,0,16,0,0,0,0,0,0,5,361,6,6447,5013,484,0,119,891,171,249,80,327,17,91,52,0,127,298,176,116,102
2021-06-02,2,2,0,8,0,6,0,0,0,0,30,0,0,0,0,0,0,0,291,8,12696,14481,558,0,113,921,965,484,67,115,535,35,78,0,189,718,111,517,47
2021-06-03,1,1,1,9,0,3,0,0,0,0,15,0,0,0,1,0,0,0,449,12,11125,15661,1207,0,167,947,1316,341,119,138,286,48,73,0,216,1443,110,277,55
2021-06-04,1,1,1,14,0,3,0,0,0,0,7,0,1,0,0,0,0,1,500,16,8126,8006,778,0,201,731,558,310,92,121,124,53,61,0,94,576,106,123,70
2021-06-05,0,1,0,5,0,3,0,0,0,0,0,0,0,0,1,0,0,0,252,18,5384,3278,245,0,81,1048,186,83,76,61,86,25,55,0,38,116,17,31,23
2021-06-06,0,0,0,6,0,1,0,0,0,0,3,0,0,0,0,0,0,0,192,15,4944,2898,287,0,69,549,126,92,55,46,30,20,41,0,24,128,20,23,21
2021-06-07,0,0,1,4,0,1,0,0,0,0,5,0,0,0,0,1,0,0,409,12,7110,4209,605,0,92,807,469,194,83,60,60,21,71,0,202,431,78,70,64
2021-06-08,0,2,0,8,0,3,0,0,0,0,7,0,0,0,0,2,0,2,367,7,10667,4596,631,0,55,1014,496,316,85,92,67,27,75,0,221,376,70,352,76
2021-06-09,2,5,1,10,0,9,0,0,0,0,12,0,0,0,0,0,0,0,391,20,14582,5626,629,0,86,1378,294,253,134,117,44,50,76,0,155,563,70,442,87
2021-06-10,1,1,1,3,0,4,0,0,0,0,20,0,0,0,2,0,0,0,434,17,12460,4555,626,0,96,1062,174,218,178,149,50,46,105,0,151,242,48,163,113
2021-06-11,0,0,0,10,0,5,0,0,0,1,8,0,0,0,0,0,0,2,371,19,7481,3087,721,0,155,566,121,206,175,139,47,46,72,0,114,165,325,169,92
2021-06-12,0,2,0,4,0,4,0,0,0,0,2,0,0,0,0,0,0,0,177,8,3281,1378,275,0,42,270,32,100,79,36,21,13,46,0,24,81,69,65,41
2021-06-13,0,1,0,4,0,3,0,0,0,0,5,0,0,0,0,0,0,0,208,10,3610,1320,483,0,94,323,32,70,100,112,16,33,66,0,40,91,62,50,79
2021-06-14,1,0,0,3,0,7,0,0,0,0,15,0,0,0,0,0,0,0,496,11,5083,2460,549,0,137,565,81,404,98,160,21,92,76,0,95,141,209,119,96
2021-06-15,0,4,2,8,0,13,0,0,0,0,7,0,0,0,1,0,0,0,461,16,6280,2941,506,0,85,699,90,400,130,104,40,61,224,0,81,133,115,75,110
2021-06-16,0,1,0,10,0,6,0,0,0,0,12,0,0,0,1,0,0,0,384,14,5445,2037,637,0,79,504,87,237,115,87,25,42,75,0,58,97,64,100,102
2021-06-17,3,3,0,9,0,12,0,0,0,0,13,0,0,0,0,0,0,1,634,16,6568,2942,653,0,387,656,61,459,130,345,11,57,75,0,62,74,144,141,109
2021-06-18,0,5,0,14,0,14,0,0,0,0,9,0,0,0,0,1,0,0,334,9,6063,2549,577,0,456,466,50,362,130,186,16,67,60,0,49,89,66,78,64
2021-06-19,2,1,0,8,0,1,0,0,0,0,2,0,0,0,0,0,0,0,166,11,3335,1173,272,0,153,222,15,85,59,80,37,65,35,0,16,20,31,21,25
2021-06-20,0,2,0,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,181,12,3061,919,299,0,134,230,32,91,67,78,11,55,53,0,24,20,10,28,37
2021-06-21,0,0,1,9,0,16,0,0,0,0,10,0,1,0,0,0,0,0,312,22,4872,1204,533,0,258,591,64,216,91,150,10,56,57,0,28,52,66,107,72
2021-06-22,0,0,0,4,0,11,0,0,0,0,12,0,0,0,0,0,0,1,391,17,6585,1367,373,0,196,381,55,150,184,210,18,60,111,0,180,69,86,79,59
2021-06-23,1,4,0,9,0,12,0,0,0,0,15,0,0,0,0,0,0,0,401,12,4467,1211,1039,0,146,429,71,396,209,143,19,35,102,0,134,192,89,246,98
2021-06-24,0,2,0,5,0,21,0,0,0,0,11,0,0,0,1,0,0,0,285,7,4334,1334,2071,0,191,543,39,408,124,220,45,68,60,0,73,227,49,70,81
2021-06-25,0,1,3,10,0,0,0,0,0,0,5,0,0,0,1,0,0,0,270,7,5156,1435,1126,0,121,469,465,211,98,160,26,55,58,0,1212,44,55,49,249
2021-06-26,0,2,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,157,14,3236,646,310,0,34,265,84,112,60,45,12,26,47,0,216,21,32,22,38
2021-06-27,0,2,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,230,10,3795,698,365,0,70,219,72,141,96,64,14,17,56,0,208,46,48,13,65
2021-06-28,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,378,23,5012,1039,805,0,311,301,112,443,105,173,50,22,67,0,422,73,296,42,143
2021-06-29,0,3,1,9,0,0,0,0,0,0,16,0,0,0,1,0,0,0,364,9,3948,838,489,0,245,368,119,281,119,388,25,150,79,0,364,91,184,115,88
2021-06-30,0,4,0,6,0,0,0,0,0,0,21,0,0,0,0,0,0,0,374,9,4264,787,536,0,330,342,95,212,137,748,208,172,49,0,316,84,355,72,94
2021-07-01,0,1,0,15,0,0,0,0,0,0,15,0,0,0,1,0,0,0,314,10,5092,793,609,0,283,540,30,373,184,435,60,78,67,0,364,47,345,58,84
2021-07-02,1,4,0,10,0,0,0,0,0,0,9,0,0,0,0,0,0,1,390,7,4816,712,610,0,184,422,45,213,233,221,13,60,41,0,665,45,162,48,98
2021-07-03,0,1,0,6,0,0,0,0,0,0,3,0,1,0,1,0,0,0,192,7,2511,351,281,0,83,202,17,50,113,70,6,31,41,0,84,16,43,13,31
2021-07-04,0,4,1,4,0,0,0,0,0,0,3,0,0,0,0,0,0,1,238,7,2214,451,308,0,89,235,30,67,127,63,2,22,27,0,90,23,50,10,63
2021-07-05,0,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,222,6,2249,410,241,0,111,192,34,105,144,201,5,86,43,0,99,27,42,6,99
2021-07-06,0,4,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,430,4,3848,626,518,0,257,252,72,135,242,188,5,51,53,0,243,33,157,30,242
2021-07-07,0,2,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,570,8,3941,728,482,0,234,295,83,322,202,208,5,21,37,0,191,98,145,70,164
2021-07-08,0,3,1,10,0,0,0,0,0,0,17,0,0,0,0,0,0,0,502,9,3665,608,542,0,198,348,55,244,123,166,12,26,66,0,755,47,203,9,312
2021-07-09,0,0,0,3,0,0,0,0,0,1,9,0,0,0,0,0,0,0,501,14,3095,372,514,0,118,354,43,130,109,86,0,24,57,0,424,30,130,42,200
2021-07-10,0,3,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,331,6,1731,333,261,0,44,225,29,45,125,63,6,42,56,0,176,5,43,8,61
2021-07-11,1,4,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,195,11,1750,292,178,0,46,183,13,21,90,42,5,17,49,0,927,10,23,12,42
2021-07-12,5,0,1,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,346,9,2572,414,483,0,145,279,26,128,88,125,15,38,48,0,672,34,107,64,107
2021-07-13,1,4,0,6,0,0,0,0,0,2,16,0,0,0,0,0,0,2,500,6,3102,530,441,0,88,373,524,135,158,99,12,35,52,0,217,115,64,88,176
2021-07-14,0,3,3,5,0,0,0,0,0,1,37,0,0,0,0,0,0,0,961,12,4525,692,337,0,123,540,117,201,203,100,20,27,425,0,330,66,83,52,130
2021-07-15,1,15,2,16,0,0,0,0,0,0,15,0,0,0,0,0,0,0,669,9,4621,767,435,0,237,369,57,147,216,183,8,35,1006,0,195,37,54,44,125
2021-07-16,0,14,1,12,0,0,0,0,0,0,10,0,0,0,0,0,0,0,419,12,3611,487,280,0,292,342,32,97,133,116,7,99,544,0,167,59,41,32,55
2021-07-17,2,4,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,170,3,2645,317,235,0,76,383,33,69,74,63,9,71,106,0,69,29,16,4,16
2021-07-18,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,197,6,3152,263,307,0,87,316,21,57,72,70,3,98,75,0,40,31,17,5,31
2021-07-19,0,1,0,5,0,0,0,0,0,1,14,0,0,0,0,0,0,0,368,9,2819,398,299,0,321,323,30,133,114,127,4,41,96,0,191,32,47,13,78
2021-07-20,1,5,0,4,0,0,0,0,0,0,23,0,0,0,0,0,0,0,309,6,3065,505,480,0,361,262,46,74,85,112,14,68,425,0,129,43,39,36,37
2021-07-21,1,7,0,2,0,0,0,0,0,0,39,0,0,0,0,0,0,0,374,5,2244,522,469,0,207,305,48,73,113,131,12,54,445,0,67,91,54,19,66
2021-07-22,1,0,1,8,0,0,0,0,0,1,12,0,0,0,0,0,0,0,442,6,2316,337,414,0,271,605,38,88,231,217,9,214,750,0,52,21,59,15,101
2021-07-23,0,4,0,8,0,0,0,0,0,1,3,0,0,0,0,0,0,1,362,4,2076,320,503,0,155,326,20,124,193,177,5,195,185,0,40,22,142,14,205
2021-07-24,0,1,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,1,270,4,1069,190,386,0,52,211,17,43,102,87,1,68,32,0,13,4,39,11,102
2021-07-25,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,553,5,1128,227,452,0,60,143,29,31,96,103,5,38,89,0,8,4,40,11,64
2021-07-26,1,1,1,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,442,7,1709,296,1306,0,76,282,82,64,179,202,8,80,42,0,17,49,113,13,418
2021-07-27,0,0,1,2,0,0,0,0,0,0,2,0,1,0,1,0,0,0,977,11,2175,219,1023,0,88,242,43,63,527,339,2,96,54,0,18,35,173,16,468
2021-07-28,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,1,0,1,612,12,3238,239,354,0,85,268,32,87,176,579,10,79,45,0,35,49,64,32,172
2021-07-29,0,2,1,7,0,0,0,0,0,3,1,0,0,0,0,0,0,0,351,10,2746,347,689,0,95,449,217,70,111,532,4,84,37,3311,21,22,45,24,140
2021-07-30,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,318,7,2580,287,634,0,77,340,57,135,117,269,6,47,58,1211,15,15,46,44,68
2021-07-31,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,3,1261,142,209,0,31,153,16,50,84,117,6,36,103,336,13,4,20,4,67
2021-08-01,2,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,149,4,1289,164,188,0,36,219,13,30,109,96,3,51,46,323,8,9,27,7,109
2021-08-02,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,209,12,2070,258,714,0,67,234,37,90,90,250,1,33,36,525,40,14,33,101,128
2021-08-03,0,1,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,283,6,3255,407,431,0,132,273,52,105,126,407,3,33,36,1734,17,17,39,59,147
2021-08-04,0,0,2,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,258,6,3198,591,366,0,134,286,44,110,169,761,1,81,50,3713,43,13,35,25,118
2021-08-05,0,0,4,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,244,5,3177,606,388,0,108,360,21,92,161,420,1,57,35,2007,108,36,25,26,36
2021-08-06,1,3,0,4,0,0,0,0,0,0,8,0,0,0,2,0,0,0,253,9,2364,372,313,0,62,383,24,132,90,268,2,37,38,1027,65,28,39,27,44
2021-08-07,0,1,1,4,0,0,0,0,0,1,4,0,0,0,0,0,0,0,119,2,1616,256,177,0,24,161,13,126,47,105,2,17,33,174,26,13,28,16,50
2021-08-08,0,2,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,139,2,1390,258,304,0,77,143,10,103,81,121,2,73,65,147,18,6,22,22,68
2021-08-09,1,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,0,1,286,10,2675,454,272,0,39,261,26,305,92,190,2,32,42,264,32,20,63,37,68
2021-08-10,0,6,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,216,8,3375,634,345,0,60,331,18,164,85,157,5,18,54,281,32,27,40,30,32
2021-08-11,0,0,4,5,0,0,0,0,0,0,4,0,0,0,0,0,0,1,191,6,2238,284,328,0,51,249,15,325,78,122,3,68,35,295,90,20,67,54,24
2021-08-12,0,0,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0,1,236,11,2446,344,351,0,63,381,17,733,70,98,6,32,41,286,61,73,96,172,56
2021-08-13,1,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,403,10,2080,351,299,0,49,284,34,198,94,112,8,19,56,338,116,50,35,199,82
2021-08-14,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,216,1,1564,194,138,0,52,220,14,74,79,29,1,25,33,268,22,7,14,31,44
2021-08-15,1,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,139,7,1583,168,238,0,88,138,21,58,63,53,0,29,76,115,14,3,14,25,32
2021-08-16,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,327,6,1939,339,579,0,72,174,15,137,69,95,6,17,52,228,38,67,78,54,95
2021-08-17,4,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,311,8,2313,292,665,0,81,219,12,331,103,92,2,23,41,210,26,24,69,23,321
2021-08-18,2,1,0,6,0,0,0,0,0,0,1,0,0,2,0,0,0,1,300,2,2543,260,514,0,295,259,14,486,95,132,2,35,65,447,17,26,40,24,167
2021-08-19,2,11,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,259,8,2366,279,464,0,347,289,15,147,188,113,10,50,97,503,19,17,45,12,555
2021-08-20,2,2,2,5,0,0,0,0,0,0,185,0,0,0,0,0,1,1,258,7,2077,259,755,0,300,331,14,126,339,96,6,47,74,275,33,45,46,10,351
2021-08-21,0,1,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,2,128,6,1219,136,220,0,80,167,7,70,135,28,5,17,43,185,9,12,16,4,164
2021-08-22,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,7,1244,139,214,0,92,124,6,104,122,22,3,23,44,106,16,19,19,9,138
2021-08-23,1,9,1,6,0,0,0,0,0,0,6,0,0,0,1,0,0,0,204,5,1864,193,327,0,437,212,9,114,153,167,3,83,40,198,39,16,39,16,276
2021-08-24,0,1,0,10,0,0,0,0,0,0,11,0,0,0,1,0,0,0,254,8,4890,802,305,0,274,232,42,184,136,152,6,114,35,307,34,34,47,18,628
2021-08-25,1,1,0,16,0,0,0,0,0,0,9,0,0,0,0,0,0,0,359,3,4127,788,264,0,230,236,28,297,159,171,13,160,31,252,23,29,25,25,323
2021-08-26,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,221,5,2945,435,355,0,158,388,13,172,126,141,18,126,35,296,18,25,31,19,149
2021-08-27,0,1,0,9,0,0,0,1,0,1,8,0,0,0,0,0,0,0,309,9,2409,438,386,0,182,229,19,165,140,150,3,73,47,239,47,12,28,17,201
2021-08-28,1,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,178,7,1614,271,232,0,94,224,11,61,145,48,2,32,69,142,6,5,31,2,117
2021-08-29,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,185,6,1514,255,286,0,89,290,8,51,123,38,4,21,47,207,15,10,27,5,222
2021-08-30,2,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,445,2,2792,407,453,0,145,263,20,143,144,101,6,37,33,367,24,18,46,12,380
2021-08-31,1,4,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,357,7,2737,442,512,0,82,302,27,143,125,64,25,24,41,395,55,21,26,14,329
2021-09-01,2,4,0,2,0,0,0,1,0,0,4,0,1,0,0,0,0,0,288,12,2944,520,415,0,85,262,11,95,83,81,5,20,82,259,28,17,50,8,331
2021-09-02,0,2,0,3,0,0,0,0,0,0,6,0,1,0,0,0,0,0,475,5,2833,340,255,0,73,313,15,117,122,79,15,28,123,192,135,27,34,18,354
2021-09-03,0,1,0,3,0,0,0,0,0,0,4,0,0,0,1,0,0,0,287,10,3684,250,253,0,103,350,22,73,99,65,10,23,134,186,77,10,28,20,154
2021-09-04,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,8,1636,116,344,0,50,165,8,32,54,34,1,41,34,85,15,3,8,4,34
2021-09-05,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,196,4,1824,153,261,0,43,124,5,37,68,34,3,17,27,96,17,1,6,4,38
2021-09-06,2,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,143,5,1858,226,250,0,64,156,19,131,74,47,4,37,47,95,15,14,11,10,45
2021-09-07,0,3,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,1,318,11,2703,260,646,0,79,282,15,73,66,43,6,27,117,140,32,11,52,18,134
2021-09-08,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,289,9,4077,275,572,0,102,295,17,79,66,72,1,19,87,185,33,11,40,39,85
2021-09-09,3,1,0,4,0,0,0,0,0,0,14,0,0,0,1,0,0,0,297,12,4854,251,359,0,128,399,9,101,195,74,9,40,56,113,30,10,30,27,92
2021-09-10,1,4,1,5,0,0,0,0,0,0,6,0,0,0,0,0,0,2,998,12,3078,387,411,0,76,311,14,68,166,87,7,62,59,167,24,15,23,36,69
2021-09-11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,446,7,2096,196,249,0,31,155,13,47,54,25,4,19,36,125,9,5,16,30,17
2021-09-12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,254,5,2387,234,213,0,38,347,9,33,52,56,10,103,36,96,18,3,12,14,49
2021-09-13,2,13,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,557,9,3334,331,262,0,58,456,9,61,87,68,7,50,53,186,18,9,27,33,119
2021-09-14,0,5,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,971,9,2845,325,272,0,34,330,10,74,118,58,3,13,51,223,21,7,19,9,79
2021-09-15,0,2,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,356,12,2854,311,348,0,34,289,9,178,238,68,9,12,34,282,32,9,22,22,172
2021-09-16,2,4,0,5,0,0,0,0,0,0,2,0,0,0,0,1,0,0,214,7,3423,286,261,0,39,300,18,495,108,83,9,41,32,320,26,4,34,22,125
2021-09-17,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,316,7,2811,256,259,0,36,292,13,312,100,54,4,22,26,310,18,5,19,19,89
2021-09-18,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,140,8,1594,201,278,0,25,234,13,99,48,23,3,30,17,162,4,3,13,10,54
2021-09-19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,10,1356,166,178,0,13,173,14,78,48,25,1,13,28,103,2,5,16,4,101
2021-09-20,1,3,0,3,0,0,0,0,0,0,8,0,0,0,0,1,0,0,312,13,3044,250,317,0,54,299,20,201,110,88,1,37,32,170,15,17,37,14,184
2021-09-21,0,2,0,5,0,0,0,0,0,0,10,0,0,0,1,0,0,0,267,7,2355,235,287,0,41,469,9,87,76,45,3,17,25,228,6,22,25,11,97
2021-09-22,1,0,0,4,0,0,0,0,0,0,8,0,0,0,1,0,0,1,208,5,2261,263,274,0,50,522,17,92,73,39,6,26,32,219,8,15,24,17,157
2021-09-23,2,1,0,4,0,0,0,0,0,0,5,0,0,0,1,0,0,1,216,6,2577,252,239,0,54,432,16,182,75,48,5,30,19,287,9,28,19,17,90
2021-09-24,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,523,3,2523,206,574,0,71,412,22,95,110,38,0,37,51,404,5,35,23,9,214
2021-09-25,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,176,6,1704,179,365,0,28,158,14,26,62,28,3,32,45,356,4,8,13,3,259
2021-09-26,1,1,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,153,4,1574,165,304,0,63,221,10,47,81,52,8,36,41,231,7,20,11,7,57
2021-09-27,0,2,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,204,11,1704,117,898,0,84,1130,8,116,80,77,18,28,35,246,13,38,26,14,176
2021-09-28,0,3,0,4,0,0,0,0,0,0,8,0,0,0,1,0,1,1,249,8,2428,148,582,0,96,1680,18,188,137,100,14,27,47,398,15,16,24,5,162
2021-09-29,0,2,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,245,8,2471,188,339,0,57,986,12,141,100,79,18,11,66,321,52,10,8,6,44
2021-09-30,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,198,10,2762,341,436,0,42,1322,19,119,69,98,199,14,62,511,142,28,12,24,82
2021-10-01,3,1,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,254,8,2234,216,302,0,59,1072,17,97,115,46,73,26,59,623,22,14,35,9,114
2021-10-02,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,142,6,1679,188,371,0,32,270,9,47,45,27,8,17,64,199,8,11,9,4,38
2021-10-03,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,4,1525,144,959,0,20,314,17,36,42,33,3,23,35,140,12,9,17,3,149
2021-10-04,0,3,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,1,259,10,2049,212,465,0,113,777,13,146,113,107,10,47,66,197,12,10,23,38,265
2021-10-05,0,1,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,3,220,9,2021,162,362,0,87,669,15,509,122,60,11,32,110,289,28,19,41,25,122
2021-10-06,0,2,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,164,8,2264,305,296,0,73,607,11,328,104,63,10,84,116,170,16,3,32,16,113
2021-10-07,0,1,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,2,193,7,2107,204,532,0,92,452,6,105,91,147,15,30,40,144,12,51,43,11,284
2021-10-08,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,185,2,1982,185,666,0,43,481,11,107,95,74,3,33,43,196,12,173,47,23,197
2021-10-09,1,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,97,7,1337,122,131,0,19,202,4,55,31,21,3,11,35,106,5,15,12,6,53
2021-10-10,0,1,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,2,110,4,1277,156,324,0,13,203,8,53,50,26,0,11,24,75,2,7,14,8,36
2021-10-11,0,10,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,3,148,10,2098,127,538,0,28,403,14,135,61,40,3,23,42,179,9,24,25,7,259
2021-10-12,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,416,7,2178,203,425,0,26,587,15,55,69,40,4,28,38,184,7,13,16,15,98
2021-10-13,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,306,8,3097,163,339,0,36,1076,17,69,68,74,9,16,84,290,12,12,35,19,118
2021-10-14,0,9,1,4,0,0,0,1,0,0,3,0,1,0,0,0,0,1,172,7,2429,236,354,0,67,584,16,75,123,93,6,15,48,251,83,12,21,17,134
2021-10-15,0,21,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,2,238,7,2354,201,766,0,52,373,25,84,119,83,6,20,67,311,148,12,31,67,74
2021-10-16,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,112,4,2142,141,535,0,20,244,21,31,54,26,8,23,58,158,12,4,17,9,10
2021-10-17,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,111,9,1419,96,392,0,35,201,9,19,36,46,2,80,83,83,5,0,11,1,12
2021-10-18,0,3,1,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,398,6,2640,209,890,0,33,448,18,86,74,120,10,43,227,224,34,14,41,12,44
2021-10-19,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,239,6,4103,311,724,0,61,641,27,90,96,102,12,46,475,285,24,49,37,23,172
2021-10-20,1,2,4,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,224,8,2975,252,1134,0,38,739,11,67,150,82,6,53,285,205,17,27,18,8,167
