fecha,corrida,endpoint,registros,costo_usd_estimado,costo_usd_real,nota
2026-08-02,censo padron v6 (22 cuentas),Instagram - Posts - discover by url,23252,34.88,pendiente verificar en Billing,"tarifa 1.50/1k; 23,249 datos + 3 errores; ventana 01-01-2020 a 06-30-2026; incluye 887 registros de colaboraciones/tags de cuentas ajenas (3.8%)"
